token,sentiment,polarity
shipwreck,-0.8,-1
shirk,-0.75,-1
shiver,-0.3,-1
shock,-0.425,-1
shocking,-0.3,-1
shoddy,-0.5,-1
shoot,0.5,1
shooting,-0.9,-1
shorn,-0.2,-1
shortage,-0.5,-1
shortcoming,-0.4,-1
shorten,-0.1,-1
shortfall,-0.5,-1
shortsighted,-0.5,-1
shot,-0.35,-1
shove,-0.35,-1
show,0,0
showdown,-0.1,-1
shower,-0.1,-1
shred,-0.1,-1
shredder,-0.7,-1
shrewd,-0.5,-1
shrift,0,0
shrill,-0.1,-1
shrink,-0.45,-1
shrinkage,-0.45,-1
shroud,-0.3,-1
shrug,-0.2,-1
shudder,-0.4,-1
shuffle,0.05,1
shun,-0.5,-1
shut,-0.2,-1
shutdown,-0.55,-1
shuttered,-0.4,-1
sick,-0.55,-1
sicken,-0.5,-1
sickening,-0.5,-1
sickly,-0.5,-1
sickness,-0.4,-1
sidestep,-0.15,-1
siege,-0.55,-1
sift,0,0
sigh,0,0
sighted,0.1,1
sign,0,0
signal,0.2,1
silence,0,0
similar,0,0
simmer,-0.2,-1
simplify,0.45,1
simplistic,0.15,1
simulate,0.2,1
simultaneous,0.3,1
sin,-0.8,-1
sincere,0.75,1
sinecure,0.15,1
sinister,-0.55,-1
sink,-0.55,-1
sit,0,0
site,0,0
sizable,0.45,1
size,0,0
sizeable,0.1,1
skeletal,-0.15,-1
skeptic,-0.4,-1
skeptical,-0.35,-1
skepticism,-0.4,-1
sketchy,-0.4,-1
skew,0,0
skewed,-0.3,-1
skid,-0.2,-1
skim,-0.3,-1
skimp,-0.4,-1
skimpy,-0.45,-1
skinny,-0.25,-1
skip,-0.05,-1
skittish,-0.3,-1
skyrocket,0.5,1
slack,-0.4,-1
slacken,-0.25,-1
slackened,-0.4,-1
slam,-0.3,-1
slander,-0.5,-1
slanderous,-0.8,-1
slant,-0.35,-1
slap,-0.25,-1
slash,-0.55,-1
slaughter,-0.35,-1
slave,-0.85,-1
slay,-0.15,-1
slaying,-0.3,-1
sleazy,-0.6,-1
sleek,0.35,1
slender,-0.45,-1
slew,-0.25,-1
slice,-0.1,-1
slick,-0.5,-1
slide,-0.3,-1
slight,0,0
slim,-0.45,-1
slip,-0.3,-1
slippage,-0.3,-1
slippery,-0.3,-1
slipshod,-0.25,-1
slither,-0.15,-1
slog,-0.2,-1
slop,-0.6,-1
slope,-0.2,-1
sloppy,-0.6,-1
slouch,-0.4,-1
slough,-0.45,-1
slow,-0.3,-1
slowdown,-0.4,-1
slowing,-0.5,-1
slowly,-0.05,-1
slowness,-0.35,-1
slug,-0.55,-1
sluggish,-0.4,-1
sluggishly,-0.4,-1
sluggishness,-0.35,-1
slum,-0.45,-1
slumber,-0.35,-1
slump,-0.55,-1
slung,-0.2,-1
sly,-0.3,-1
smack,-0.2,-1
smallish,-0.15,-1
smart,0.6,1
smarten,0.4,1
smash,-0.3,-1
smear,-0.4,-1
smell,-0.15,-1
smile,0.7,1
smokescreen,-0.3,-1
smolder,-0.25,-1
smooth,0.5,1
smoothly,0.5,1
smuggling,-0.6,-1
snaffle,-0.3,-1
snag,-0.3,-1
snap,-0.2,-1
snappy,0.05,1
snare,-0.3,-1
snarl,-0.3,-1
snatch,0,0
sneak,-0.3,-1
sneaky,-0.4,-1
sneeze,-0.05,-1
sniff,-0.05,-1
snip,-0.25,-1
snub,-0.35,-1
soak,0,0
soar,0.7,1
sober,0.75,1
sobering,0.25,1
sock,0.05,1
soft,-0.05,-1
soften,-0.2,-1
softness,-0.05,-1
soggy,-0.5,-1
solace,0.5,1
solemn,0,0
solicitation,-0.4,-1
solid,0.45,1
solidarity,0.5,1
solidify,0.4,1
solitary,-0.2,-1
solution,0.4,1
solvency,0.2,1
sometime,0,0
sometimes,0,0
somewhat,0,0
somewhere,0,0
soothe,0.65,1
soothing,0.4,1
sop,-0.15,-1
sordid,-0.45,-1
sore,-0.4,-1
sorrow,-0.5,-1
soulless,-0.8,-1
sound,0.15,1
soundness,0.3,1
sour,-0.55,-1
source,0,0
soured,-0.45,-1
sow,0,0
spam,-0.4,-1
spanking,-0.3,-1
spark,0.6,1
sparkling,0.6,1
sparse,-0.2,-1
spat,-0.15,-1
spate,-0.3,-1
spawn,0.05,1
specie,0.1,1
specific,0,0
spectacular,0.85,1
spectacularly,0.75,1
specter,-0.1,-1
speculate,0,0
speculation,-0.1,-1
speculatively,-0.05,-1
speed,0.5,1
speedy,0.45,1
spell,0.05,1
spew,-0.4,-1
spicy,0,0
spike,0,0
spiral,-0.45,-1
spiraling,-0.35,-1
spit,-0.45,-1
spite,-0.4,-1
splash,0,0
splashy,-0.2,-1
splendid,0.6,1
splicing,0,0
splinter,-0.55,-1
split,-0.25,-1
splurge,0.15,1
spoil,-0.5,-1
spontaneous,0.55,1
spook,-0.4,-1
spotless,0.5,1
spotlight,0.7,1
sprawl,-0.3,-1
sprightly,0.55,1
sprinkle,0.25,1
sprout,0.55,1
spur,0,0
spurious,-0.25,-1
spurt,0.35,1
sputter,-0.25,-1
sputtering,-0.5,-1
spy,-0.25,-1
squabble,-0.3,-1
squalid,-0.3,-1
squander,-0.4,-1
squash,-0.3,-1
squeak,0.05,1
squeal,-0.55,-1
squeeze,-0.2,-1
squelch,-0.3,-1
squirm,-0.25,-1
stab,-0.5,-1
stabilization,0.45,1
stabilize,0.55,1
stable,0.65,1
stage,0,0
stagflation,-0.8,-1
stagger,-0.425,-1
staggered,-0.35,-1
stagnant,-0.35,-1
stagnate,-0.4,-1
stagnation,-0.325,-1
staid,0,0
stain,-0.4,-1
stalemate,-0.25,-1
stall,-0.25,-1
stalwart,0.95,1
stamina,0.45,1
stanch,-0.2,-1
stand,0,0
standard,0,0
standby,0,0
standing,0.2,1
standoff,-0.2,-1
standstill,-0.5,-1
stardom,0.65,1
stare,-0.2,-1
stark,0,0
startling,-0.3,-1
starve,-0.75,-1
stash,0.3,1
statewide,0,0
static,-0.1,-1
statute,0,0
statutorily,0,0
statutory,0,0
staunch,0.55,1
stay,0,0
stead,0,0
steadfast,0.5,1
steady,0.35,1
steal,-0.8,-1
stealth,0.3,1
stealthy,0.4,1
steamy,-0.1,-1
steep,-0.4,-1
steer,0.25,1
stellar,0.6,1
stem,0,0
sterile,0,0
sterilize,0.3,1
stern,-0.45,-1
stick,0,0
stiff,-0.4,-1
stiffen,-0.15,-1
stifle,-0.35,-1
stigma,-0.1,-1
stigmatize,-0.5,-1
still,0,0
stilt,0.1,1
stilted,-0.25,-1
stimulant,0.4,1
stimulate,0.5,1
stimulating,0.7,1
stimulation,0.75,1
stimulative,0.25,1
stimulus,0.8,1
sting,-0.6,-1
stinging,-0.3,-1
stingy,-0.45,-1
stink,-0.4,-1
stipulate,0,0
stipulation,0,0
stir,0.35,1
stockmarket,0.2,1
stockpile,0.2,1
stodgy,-0.45,-1
stoic,0,0
stoke,0.25,1
stolid,0.4,1
stomp,-0.15,-1
stonking,0.1,1
stoop,-0.35,-1
stop,0,0
stoppage,-0.35,-1
storm,-0.35,-1
stormy,-0.45,-1
story,0,0
stout,0.15,1
straddle,0.05,1
straight,0.2,1
straighten,0.35,1
straightforward,0.6,1
strain,-0.375,-1
strait,-0.3,-1
straitened,-0.3,-1
strangle,-0.75,-1
stranglehold,-0.4,-1
strap,-0.1,-1
strategic,0.5,1
strategize,0.6,1
strategy,0.25,1
stratospheric,0.8,1
stray,-0.4,-1
strength,0.7,1
strengthen,0.8,1
strengthening,0.8,1
stress,-0.5,-1
stressful,-0.5,-1
stretch,-0.075,-1
strew,-0.1,-1
stricken,-0.4,-1
strictly,-0.1,-1
stride,0.4,1
strident,-0.35,-1
striker,-0.35,-1
striking,-0.25,-1
stringent,-0.1,-1
stripe,0,0
strive,0.55,1
stroke,-0.05,-1
strong,0.55,1
stronghold,0.5,1
strongly,0.65,1
structural,0.05,1
structured,0.2,1
struggle,-0.55,-1
stuck,-0.45,-1
stud,0,0
stuffy,-0.3,-1
stumble,-0.4,-1
stump,-0.05,-1
stun,-0.4,-1
stunned,0,0
stunning,0.8,1
stunt,-0.2,-1
stupendous,0.85,1
stupid,-0.8,-1
stupidity,-0.75,-1
sturdy,0.4,1
stutter,-0.4,-1
stuttering,-0.4,-1
stylish,0.55,1
stymie,-0.25,-1
subdue,-0.3,-1
subdued,-0.05,-1
subject,0,0
subjection,-0.3,-1
submerge,-0.05,-1
submit,0,0
subordinated,-0.15,-1
subpoena,0,0
subrogate,-0.15,-1
subside,0.2,1
subsidiary,0,0
subsidize,0.4,1
subsidized,0.4,1
subsidy,0.35,1
subsist,0,0
substance,0,0
substandard,-0.3,-1
substantiate,0.5,1
substantive,0.35,1
substitution,0.15,1
subtle,0,0
subvert,-0.35,-1
succeed,0.85,1
success,0.75,1
successful,1,1
successfully,0.8,1
succumb,-0.35,-1
sudden,0,0
suddenly,0,0
sue,-0.45,-1
suffer,-0.6,-1
sufferer,-0.35,-1
suffering,-0.5,-1
sufficiency,0.25,1
suffocate,-0.6,-1
sugary,-0.1,-1
suggestion,0.15,1
suggestive,0,0
suit,0,0
sully,-0.35,-1
sum,0.2,1
summer,0,0
summit,0.05,1
summon,0.05,1
sumptuous,0.75,1
sunny,0.45,1
sunrise,0.6,1
sunset,0,0
sunshine,0.6,1
super,0.7,1
superb,0.9,1
supercharge,0.45,1
supercharged,0.45,1
superfluous,-0.15,-1
superheat,-0.15,-1
superior,0.65,1
superiority,0.3,1
superlative,0.65,1
superlow,-0.35,-1
supersede,0.15,1
supersized,0.65,1
supersonic,0.6,1
supervise,0.2,1
supplant,-0.05,-1
supplement,0.6,1
supplier,0,0
support,0.55,1
supportive,0.7,1
suppose,0,0
suppress,-0.6,-1
supreme,0.75,1
supremo,0.45,1
surcharge,-0.3,-1
sure,0.15,1
surety,0.25,1
surge,0.4,1
surgery,0,0
surgical,0,0
surging,0.5,1
surmount,0.4,1
surpass,0.6,1
surplus,0.45,1
surprise,0.35,1
surprising,0.25,1
surreal,0.35,1
surround,0,0
surtax,-0.1,-1
survival,0.65,1
survive,0.75,1
survivor,0.6,1
susceptibility,-0.25,-1
susceptible,-0.3,-1
suspect,-0.25,-1
suspend,-0.35,-1
suspension,-0.3,-1
suspicion,-0.25,-1
suspicious,-0.45,-1
suspiciously,-0.35,-1
sustain,0.25,1
sustained,0.5,1
sustaining,0.5,1
swagger,0.25,1
swallow,-0.5,-1
swamp,-0.35,-1
swank,-0.1,-1
swanky,0.25,1
swap,0,0
swashbuckling,0,0
swath,0,0
sway,0,0
swear,0,0
sweat,-0.15,-1
sweatshop,-0.7,-1
sweaty,0,0
sweeping,0,0
sweeten,0.5,1
sweetener,0.3,1
swindle,-0.45,-1
swing,0,0
swipe,-0.1,-1
swirl,-0.1,-1
swollen,-0.4,-1
swoon,0.15,1
swoop,-0.05,-1
sword,0,0
sympathetic,0.35,1
sympathy,0.4,1
symptom,-0.2,-1
syndicated,0.2,1
syndication,0.1,1
synergy,0.5,1
taboo,-0.45,-1
tactical,0.55,1
tailspin,-0.5,-1
taint,-0.55,-1
take,0,0
takeoff,0.3,1
takeover,0.05,1
talent,0.6,1
talented,0.55,1
talk,0,0
tame,0.1,1
tamp,-0.1,-1
tamper,-0.4,-1
tangible,0.6,1
tangled,-0.45,-1
tantalizing,0.4,1
taper,-0.6,-1
tardy,-0.4,-1
target,0,0
targeted,0.4,1
tarnish,-0.55,-1
tarnished,-0.75,-1
tasteful,0.5,1
tasty,0.5,1
tatter,-0.5,-1
tattered,-0.6,-1
tatty,-0.4,-1
taut,0,0
taxable,0,0
teach,0.25,1
tear,-0.45,-1
teasing,-0.45,-1
tech,0,0
technical,0,0
technological,0.55,1
tedious,-0.35,-1
teeming,0,0
temper,-0.25,-1
temporary,0,0
tempt,-0.05,-1
tempting,0.25,1
tenacious,-0.5,-1
tend,0,0
tense,-0.3,-1
tension,-0.5,-1
tentacle,-0.05,-1
tentative,-0.05,-1
tentatively,-0.05,-1
tepid,-0.2,-1
terminable,-0.3,-1
terminate,-0.55,-1
termination,-0.7,-1
terminus,-0.05,-1
terrible,-0.65,-1
terrific,0.65,1
terrified,-0.75,-1
terrifying,-0.8,-1
territory,0,0
terrorize,-0.8,-1
terse,-0.5,-1
testify,0,0
testimony,0,0
testing,0,0
tether,-0.45,-1
textured,0.2,1
thank,0.2,1
thankless,-0.55,-1
thatched,0,0
thaw,-0.05,-1
theft,-0.55,-1
thence,0,0
thenceforth,0,0
thenceforward,0,0
therapeutic,0.4,1
thereafter,0,0
thereat,0,0
therefrom,0,0
therein,0,0
thereof,0,0
thereto,0,0
therewith,0,0
thick,0.1,1
thicket,-0.15,-1
thief,-0.55,-1
thin,-0.3,-1
thing,0,0
think,0,0
thirsty,-0.05,-1
thorn,-0.45,-1
thorny,-0.5,-1
thorough,0.4,1
thoughtful,0.45,1
thrall,-0.3,-1
thrash,-0.45,-1
threadbare,-0.25,-1
threat,-0.5,-1
threaten,-0.55,-1
threatening,-0.65,-1
threshold,0,0
thrift,0,0
thrifty,0.2,1
thrill,0.4,1
thriller,-0.3,-1
thrilling,0.5,1
thrive,0.6,1
thriving,0.8,1
throe,-0.5,-1
throng,0.05,1
throttle,0.15,1
throw,-0.3,-1
throwaway,-0.35,-1
throwback,0,0
thud,-0.4,-1
thug,-0.5,-1
thump,-0.45,-1
thunder,-0.15,-1
thwart,-0.35,-1
tick,-0.05,-1
tickle,0.3,1
tidy,0.5,1
tiered,0.05,1
tighten,-0.05,-1
tightening,0,0
tightrope,-0.4,-1
tilt,-0.2,-1
time,0,0
tipped,0.35,1
tired,-0.4,-1
tireless,0,0
tiresome,-0.4,-1
titanic,-0.45,-1
toehold,0,0
toil,-0.4,-1
tolerable,0.35,1
tolerance,0.45,1
tolerant,0.1,1
tolerate,0.05,1
toleration,0.2,1
toll,-0.3,-1
tomb,-0.4,-1
toned,0.25,1
tonic,0.2,1
tonne,0,0
torch,-0.1,-1
torment,-0.6,-1
torpedo,-0.35,-1
torpid,-0.4,-1
torpor,-0.25,-1
torrid,-0.35,-1
tort,-0.05,-1
tortious,-0.55,-1
tortiously,-0.5,-1
tortuous,-0.6,-1
tortuously,-0.45,-1
torture,-0.6,-1
totter,-0.3,-1
touchdown,0.8,1
touchy,-0.35,-1
tough,-0.3,-1
toughen,-0.05,-1
tow,-0.05,-1
toxic,-0.65,-1
track,0,0
tradeable,0.4,1
trafficking,-0.85,-1
tragedy,-0.8,-1
tragic,-0.7,-1
tragically,-0.7,-1
trample,-0.5,-1
tranquil,0.4,1
transformational,0.55,1
transformative,0.45,1
transitory,0.3,1
translate,0,0
transmit,0.1,1
transparency,0.4,1
transparent,0.1,1
trash,-0.55,-1
trauma,-0.65,-1
traumatic,-0.6,-1
traumatize,-0.8,-1
traumatized,-0.7,-1
travail,-0.4,-1
treacherous,-0.8,-1
treasure,0.55,1
treasured,0.7,1
treat,0,0
treatment,0.45,1
treaty,0.25,1
treble,0.3,1
tremble,-0.4,-1
tremendous,0.7,1
tremendously,0.45,1
tremor,-0.5,-1
trench,-0.15,-1
trendy,0.5,1
trepidation,-0.4,-1
trickle,-0.1,-1
tricky,-0.2,-1
triple,0,0
triumph,0.85,1
triumphant,0.85,1
trivial,-0.2,-1
trot,-0.1,-1
trouble,-0.75,-1
troublesome,-0.55,-1
troubling,-0.5,-1
trough,-0.05,-1
trounce,-0.1,-1
trove,0.35,1
truce,0.7,1
trudge,-0.45,-1
trundle,-0.3,-1
trust,0.45,1
trusted,0.55,1
trustworthy,0.65,1
truth,0.3,1
truthful,0.6,1
try,0.1,1
tsunami,-0.6,-1
tumble,-0.4,-1
tumbledown,-0.3,-1
tumult,-0.35,-1
turbine,0,0
turbocharged,0.5,1
turbulence,-0.45,-1
turbulent,-0.35,-1
turmoil,-0.7,-1
turnaround,0.5,1
turnout,0.05,1
tussle,-0.35,-1
tutelage,0.45,1
tweak,0.1,1
twitch,-0.05,-1
twitchy,-0.3,-1
type,0,0
tyrannical,-0.7,-1
tyranny,-0.45,-1
ubiquitous,0.05,1
ugly,-0.65,-1
uk,0,0
ultimate,0.6,1
ultra,0.4,1
ultraloose,-0.2,-1
unable,-0.4,-1
unacceptable,-0.5,-1
unacceptably,-0.55,-1
unaccountable,-0.6,-1
unaccounted,-0.3,-1
unaccustomed,-0.4,-1
unaffected,0,0
unaffordable,-0.6,-1
unaltered,0,0
unambiguously,0.05,1
unannounced,-0.3,-1
unanswered,-0.3,-1
unanticipated,-0.2,-1
unappealable,-0.5,-1
unappealing,-0.7,-1
unapproved,-0.6,-1
unassailable,0.15,1
unassuming,-0.05,-1
unattainable,-0.8,-1
unattractive,-0.45,-1
unaudited,-0.45,-1
unauthorized,-0.425,-1
unavailability,-0.25,-1
unavailable,-0.2,-1
unavoidable,-0.3,-1
unavoidably,-0.3,-1
unaware,-0.3,-1
unbearable,-0.7,-1
unbeatable,0.55,1
unbelievable,0.05,1
unbiased,0.55,1
unblemished,0.7,1
unblock,0.3,1
unbridled,0.65,1
unbroken,0.6,1
unburden,0.45,1
uncanny,0,0
uncertain,-0.3,-1
uncertainly,-0.3,-1
uncertainty,-0.35,-1
unclear,-0.25,-1
uncollectable,-0.35,-1
uncollected,-0.3,-1
uncollectible,-0.35,-1
uncomfortable,-0.4,-1
uncommon,-0.1,-1
uncompetitive,-0.3,-1
uncompleted,-0.35,-1
uncomplicated,0.5,1
unconcerned,-0.4,-1
unconditional,0.3,1
unconscionable,-0.5,-1
unconscionably,-0.6,-1
unconstitutional,-0.7,-1
unconstitutionality,-0.75,-1
unconstitutionally,-0.8,-1
uncontrollable,-0.6,-1
uncontrollably,-0.4,-1
uncontrolled,-0.4,-1
unconvincing,-0.4,-1
uncooperative,-0.4,-1
uncorrected,-0.5,-1
uncover,0,0
undamaged,0.65,1
undecided,-0.3,-1
undeliverable,-0.55,-1
undelivered,-0.45,-1
undemocratic,-0.5,-1
undeniable,0.1,1
underappreciated,-0.65,-1
underbid,-0.15,-1
undercapitalised,-0.35,-1
undercapitalized,-0.4,-1
undercut,-0.3,-1
underdog,0.05,1
underemployed,-0.7,-1
underemployment,-0.6,-1
underestimate,-0.45,-1
underestimation,-0.3,-1
underfinanced,-0.75,-1
underfund,-0.5,-1
underfunding,-0.55,-1
undergird,-0.1,-1
undergo,0,0
underinsured,-0.35,-1
underinvest,-0.5,-1
undermine,-0.4,-1
underpay,-0.45,-1
underpayment,-0.55,-1
underperform,-0.4,-1
underperformance,-0.55,-1
underprice,-0.4,-1
underpriced,-0.2,-1
underpricing,-0.35,-1
underproduced,-0.5,-1
underproduction,-0.55,-1
underrated,-0.35,-1
undersell,-0.4,-1
underserved,-0.4,-1
undershoot,-0.25,-1
understandable,0.4,1
understanding,0.5,1
understate,-0.3,-1
understatement,-0.1,-1
undertake,0.15,1
undertaking,-0.15,-1
underused,-0.05,-1
underutilisation,-0.5,-1
underutilization,-0.4,-1
underutilize,-0.4,-1
underwater,0,0
underwrite,0,0
undeserved,-0.5,-1
undesignated,-0.2,-1
undesirable,-0.5,-1
undesired,-0.35,-1
undetectable,-0.3,-1
undetected,-0.3,-1
undetermined,-0.3,-1
undeveloped,-0.55,-1
undischarged,-0.3,-1
undisclosed,-0.25,-1
undiscovered,-0.35,-1
undisputed,0,0
undistinguished,-0.4,-1
undistributed,0.15,1
undocumented,-0.3,-1
undoubted,0.4,1
undoubtedly,0.3,1
undue,-0.3,-1
unduly,-0.3,-1
unearned,-0.3,-1
unearth,0,0
unease,-0.4,-1
uneasy,-0.2,-1
uneconomic,-0.4,-1
uneconomical,-0.6,-1
uneconomically,-0.65,-1
uneducated,-0.55,-1
unemployed,-0.75,-1
unemployment,-0.7,-1
unencumbered,0.55,1
unending,0.15,1
unenforceability,-0.4,-1
unenforceable,-0.65,-1
unenthusiastic,-0.4,-1
unenviable,-0.25,-1
unequal,-0.5,-1
unequivocal,-0.1,-1
unequivocally,0,0
unethical,-0.75,-1
unethically,-0.8,-1
unexciting,-0.45,-1
unexercised,-0.3,-1
unexpected,-0.1,-1
unexpectedly,-0.3,-1
unfair,-0.4,-1
unfairly,-0.55,-1
unfamiliarity,-0.35,-1
unfashionable,-0.4,-1
unfavorable,-0.5,-1
unfavorably,-0.4,-1
unfavourable,-0.6,-1
unfeasible,-0.6,-1
unfettered,0.45,1
unfilled,-0.45,-1
unfit,-0.35,-1
unfitness,-0.5,-1
unfocused,-0.4,-1
unfold,0.05,1
unforeseeable,-0.4,-1
unforeseen,-0.3,-1
unforgettable,0.25,1
unforgiving,-0.6,-1
unforseen,-0.35,-1
unfortunate,-0.5,-1
unfortunately,-0.45,-1
unfounded,-0.4,-1
unfreeze,0.5,1
unfriendly,-0.45,-1
unfulfilled,-0.4,-1
unfulfilling,-0.55,-1
unfunded,-0.45,-1
ungeared,-0.35,-1
unglamorous,-0.4,-1
unhappiness,-0.6,-1
unhappy,-0.6,-1
unharmed,0.45,1
unhealthy,-0.55,-1
unheard,-0.35,-1
unheated,-0.35,-1
unhedged,-0.35,-1
unhelpful,-0.7,-1
unidentifiable,-0.35,-1
unidentified,-0.25,-1
uniformed,0,0
unimaginable,-0.15,-1
unimaginative,-0.55,-1
unimportant,-0.35,-1
unimpressed,-0.5,-1
unimpressive,-0.45,-1
uninhabited,0,0
uninspired,-0.35,-1
uninspiring,-0.6,-1
uninsured,-0.5,-1
unintended,-0.3,-1
unintentional,-0.2,-1
unintentionally,-0.3,-1
uninterested,-0.4,-1
unionize,0.05,1
unison,0.15,1
unit,0,0
unjust,-0.5,-1
unjustifiable,-0.65,-1
unjustifiably,-0.55,-1
unjustified,-0.35,-1
unjustly,-0.6,-1
unknowing,-0.25,-1
unknowingly,-0.35,-1
unknown,-0.15,-1
unlawful,-0.75,-1
unlawfully,-0.45,-1
unlawfulness,-0.7,-1
unleash,0.1,1
unlicensed,-0.4,-1
unlikely,-0.4,-1
unlisted,-0.15,-1
unload,0.25,1
unlock,0.2,1
unlocked,0.4,1
unloved,-0.8,-1
unlucky,-0.5,-1
unmanageable,-0.45,-1
unmarketable,-0.5,-1
unmask,-0.1,-1
unmatched,-0.1,-1
unmerchantable,-0.4,-1
unmet,-0.2,-1
unmistakable,0.5,1
unmoved,0,0
unnamed,0,0
unnecessarily,-0.3,-1
unnecessary,-0.3,-1
unneeded,-0.3,-1
unnerving,-0.55,-1
unobservable,-0.35,-1
unobtainable,-0.4,-1
unoccupied,-0.3,-1
unpaid,-0.55,-1
unpalatable,-0.75,-1
unparalleled,0.2,1
unperformed,-0.4,-1
unplanned,-0.3,-1
unpleasant,-0.55,-1
unpopular,-0.4,-1
unprecedented,0,0
unpredictability,-0.55,-1
unpredictable,-0.3,-1
unpredictably,-0.3,-1
unpredicted,-0.3,-1
unprepared,-0.35,-1
unpretentious,0.4,1
unproductive,-0.7,-1
unprofitability,-0.75,-1
unprofitable,-0.75,-1
unpromising,-0.5,-1
unprotected,-0.5,-1
unproved,-0.4,-1
unproven,-0.2,-1
unqualified,-0.65,-1
unquantifiable,-0.35,-1
unquantified,-0.15,-1
unquenchable,-0.3,-1
unrated,0,0
unravel,-0.5,-1
unrealistic,-0.35,-1
unrealized,-0.4,-1
unreasonable,-0.6,-1
unreasonableness,-0.55,-1
unreasonably,-0.35,-1
unreceptive,-0.4,-1
unrecognizable,-0.35,-1
unreconciled,-0.3,-1
unrecoverable,-0.55,-1
unregulated,-0.45,-1
unrelated,-0.1,-1
unrelenting,-0.55,-1
unreliable,-0.4,-1
unremarkable,-0.35,-1
unremitting,-0.3,-1
unreported,-0.3,-1
unresolved,-0.6,-1
unresponsive,-0.5,-1
unrest,-0.6,-1
unrestrained,0.4,1
unrestricted,0.3,1
unrewarding,-0.4,-1
unrivaled,0.3,1
unruly,-0.7,-1
unsafe,-0.7,-1
unsalable,-0.5,-1
unsaleable,-0.4,-1
unsatisfactory,-0.7,-1
unsatisfied,-0.55,-1
unsatisfying,-0.55,-1
unsavory,-0.6,-1
unscathed,0.4,1
unscheduled,-0.15,-1
unscrupulous,-0.45,-1
unseasonable,-0.3,-1
unseasonably,-0.3,-1
unseemly,-0.3,-1
unseen,-0.2,-1
unsellable,-0.45,-1
unsentimental,-0.3,-1
unsettle,-0.375,-1
unsettling,-0.6,-1
unsightly,-0.55,-1
unskilled,-0.35,-1
unsold,-0.3,-1
unsolicited,-0.2,-1
unsophisticated,-0.3,-1
unsound,-0.35,-1
unspecific,-0.25,-1
unspecified,-0.2,-1
unspectacular,-0.55,-1
unspoken,-0.05,-1
unstabilized,-0.5,-1
unstable,-0.45,-1
unsteady,-0.35,-1
unstoppable,0.1,1
unsubsidised,-0.3,-1
unsubsidized,0.05,1
unsubstantiated,-0.5,-1
unsuccessful,-0.65,-1
unsuccessfully,-0.8,-1
unsuitability,-0.45,-1
unsuitable,-0.5,-1
unsuitably,-0.5,-1
unsuited,-0.5,-1
unsure,-0.2,-1
unsurpassed,0.45,1
unsuspected,-0.15,-1
unsuspecting,-0.3,-1
unsustainable,-0.55,-1
untangle,0.35,1
untapped,0.2,1
untenable,-0.4,-1
untested,-0.25,-1
unthinkable,-0.3,-1
untimely,-0.4,-1
unto,0,0
untouchable,0.25,1
untouched,0,0
untrained,-0.5,-1
untried,0,0
untruth,-0.4,-1
untruthful,-0.8,-1
untruthfully,-0.45,-1
untruthfulness,-0.6,-1
unusable,-0.45,-1
unused,-0.15,-1
unusual,-0.15,-1
unviable,-0.5,-1
unwanted,-0.5,-1
unwarranted,-0.35,-1
unwavering,0.2,1
unwelcome,-0.3,-1
unwieldy,-0.4,-1
unwilling,-0.3,-1
unwillingnes,-0.4,-1
unwillingness,-0.5,-1
unwind,-0.1,-1
unwise,-0.7,-1
unworkable,-0.7,-1
unworthy,-0.45,-1
unyielding,-0.15,-1
upbeat,0.6,1
upcoming,0,0
upend,0.05,1
upgrade,0.5,1
upgrading,0.5,1
upheaval,-0.45,-1
uphill,0.7,1
uphold,0.45,1
upkeep,0.55,1
uplift,0.55,1
uplifting,0.6,1
upmarket,0.4,1
uprat,-0.15,-1
upright,0.7,1
uprising,0.35,1
uproar,0.05,1
uproot,-0.3,-1
upscale,0.55,1
upset,-0.4,-1
upside,0.3,1
upstanding,0.7,1
upstart,0.5,1
upsurge,0.6,1
upswing,0.45,1
uptick,0.25,1
upturn,0.4,1
upward,0.55,1
urgency,-0.2,-1
urgent,-0.2,-1
urging,0.25,1
use,0,0
usefulness,0.5,1
useless,-0.6,-1
usurious,-0.75,-1
usurp,-0.2,-1
usurpation,-0.35,-1
usury,-0.55,-1
utility,0.05,1
utilization,0.55,1
utmost,0.45,1
vagary,-0.25,-1
vaguenesses,-0.3,-1
vain,-0.3,-1
valiant,0.65,1
valid,0.45,1
validate,0.55,1
validity,0.25,1
valuable,0.6,1
vandalism,-0.55,-1
vandalize,-0.7,-1
vanguard,0.3,1
vanquish,-0.45,-1
variability,0,0
variable,0,0
variably,0,0
variance,0,0
variant,0,0
variation,0,0
vary,0,0
vast,0.3,1
vaunted,0.45,1
veer,0,0
vehicle,0,0
veiled,-0.25,-1
veneer,0,0
venerable,0.7,1
venerate,0.65,1
vengeance,-0.6,-1
vent,-0.05,-1
verdict,0,0
verge,0,0
verify,0.35,1
veritable,0.3,1
versatile,0.3,1
versatility,0.6,1
verve,0.4,1
vested,0.2,1
veto,0,0
vex,-0.45,-1
vexing,-0.25,-1
viability,0.4,1
viable,0.45,1
vibrancy,0.45,1
vibrant,0.6,1
vicious,-0.5,-1
victim,-0.65,-1
victimize,-0.65,-1
victorious,0.7,1
victory,0.75,1
vie,0,0
view,0,0
vigilant,0.6,1
vigor,0.25,1
vigorous,0.15,1
vilify,-0.45,-1
villain,-0.7,-1
vindicate,-0.1,-1
vindication,-0.3,-1
vine,0,0
violate,-0.55,-1
violation,-0.8,-1
violative,-0.75,-1
